Program,Round,Project Number,Project Title,Project Description,Field of Research (FOR) - Level 1 Division Code,FOR - Level 1 Division Title,FOR - Level 2 Group Code,FOR - Level 2 Group Title,FOR - Level 3 Class Code,FOR - Level 3 Class Title,FOR - Level 4 Sub-Class Code,FOR - Level 4 Sub-Class Title,Lead Research Institution,Institution Type,City,Approval Date,Fiscal Year,Ontario Commitment,Total Project Costs,Salutation,First Name,Middle Name,Last Name,Expenditure Type,Language,Keywords,population,per_capita_funding
Ontario Research Fund - Research Excellence,Research Excellence - Round 12,RE012-027,Clinical Utility and Enhancements of a Pharmacogenomic Decision Support Tool for Mental Health Patients,We will develop a new enhanced pharmacogenomic testing panel (GenoTreat v2.0) using our collected clinical samples of mental health patients and test this panel in our prospectively followed samples of mental health patients.  GenoTreat v2.0 will improve the prescribing of medication for severe mental illnesses from trial-and-error to helping doctors find the right medication for an individual based on their specific set of DNA variants.,RDF30,"Medical, health and life sciences",RDF301,Basic medicine and life sciences,RDF30105,Pharmacology and pharmaceutical sciences,RDF3010502,Pharmacogenomics,Centre for Addiction and Mental Health,Research Hospital,Toronto,2024-07-17 00:00:00 UTC,2024-25,1480889,4442681,Dr.,James,null,Kennedy,Operating,English,"Pharmacogenetics, Psychiatric Genetics, Machine Learning, Artificial Intelligence ",7109866,0.208286485
Ontario Research Fund - Research Excellence,Research Excellence - Round 12,RE012-029,IMED: Immune Modulation for Enhanced Delivery,"IMED will develop ocular drug delivery vehicles to treat front and back of the eye diseases, using eye drops and contact lenses to address unmet clinical needs and minimize healthcare burden. Partnering with Ontario and international companies, IMED will commercialize entirely new classes of treatments for conditions of the eye.",RDF20-21,Engineering and Technology,RDF207,Medical and biomedical engineering,RDF20701,Medical and biomedical engineering,,,McMaster University,University,Hamilton,2024-07-17 00:00:00 UTC,2024-25,1999998,6067596,Dr.,Ryan,null,Wylie,Operating,English,"Local delivery,biomaterials,controlling inflammation,immune modulation,contact lenses,nanoparticles, ocular disease",862679,2.318357118
Ontario Research Fund - Research Excellence,Research Excellence - Round 12,RE012-030,Prescriptive Maintenance Technology as a Competitive Advantage for Ontario’s Advanced Manufacturing Industry,"Integrating AI technology into production is essential for revitalizing and growing Ontario's manufacturing sector. The team's prescriptive maintenance software is a comprehensive solution for keeping machines healthy, diagnosing problems, and recommending actions to maximize machine utilization and thereby boosting competitiveness.",RDF20-21,Engineering and Technology,RDF204,Mechanical engineering,RDF20403,Manufacturing engineering,,,McMaster University,University,Hamilton,2024-07-17 00:00:00 UTC,2024-25,2000000,6139853,Dr.,Stephen,null,Veldhuis,Operating,English,"Manufacturing, CNC, Sensors, 5G, Data analytics, Condition, Prescriptive, Maintenance, Performance, Productivity",862679,2.318359436
Ontario Research Fund - Research Excellence,Research Excellence - Round 12,RE012-033,Technological Innovations for Clinical MRI of the Brain at 7 Tesla,Sunnybrook Hospital in Toronto has recently purchased a state-of-the-art magnetic resonance imaging (MRI) system operating at ultrahigh magnetic field (7 Tesla). Innovative research and development work is proposed towards establishing important new roles for 7 Tesla MRI in medical brain imaging.,RDF20-21,Engineering and Technology,RDF207,Medical and biomedical engineering,RDF20701,Medical and biomedical engineering,,,Sunnybrook Health Sciences Centre,Research Hospital,Toronto,2024-07-17 00:00:00 UTC,2024-25,2000000,6000000,Dr.,Simon,null,Graham,Operating,English,"MRI, 7 T, brain anatomy and physiology, motion, spectroscopy, fast imaging, EEG, epilepsy, pediatric, concussion",7109866,0.281299254
Ontario Research Fund - Research Excellence,Research Excellence - Round 12,RE012-038,"Viticulture Innovation and Next-generation Oenology (VINO) Solutions: Strengthening Ontario’s Grape and Wine Sector for Climate Resilience, Innovation Excellence and Global Economic Leadership","VINO Solutions will strengthen Ontario's grape and wine industry through Canada's first Clean Plant Program for grapes and novel growing and fermenting approaches to increase resilience despite threats of climate change, pests, plant viruses, and global competition, with >$375M in short-term revenue to the Province and stakeholders.",RDF40,Agricultural and veterinary sciences,RDF401,"Agriculture, forestry, fisheries",RDF40103,Horticultural production,RDF4010304,Enology and viticulture,Brock University,University,St. Catharines,2024-07-17 00:00:00 UTC,2024-25,2000000,8136032,Dr.,Debra,null,Inglis,Operating,English,"Genomics, AI, virus, grapevines, IPM, True-to-type, yeast, wine, Climate change, Economic benefits",493608,4.051798188
Ontario Research Fund - Research Excellence,Research Excellence - Round 12,RE012-039,Powering Ontario's Grid Transformation and Electric Vehicle Fast Charging with Thermally Resilient Battery Energy Storage,Ground-breaking battery thermal management and thermal runaway mitigation strategies to enable thermally performant and fire-safe stationary battery energy storage systems for electric vehicle fast charging infrastructure and the electrical grid of the future.   ,RDF20-21,Engineering and technology,RDF204,Mechanical engineering,RDF20499,Other mechanical engineering,RDF2049909,Heat and mass transfer operations,University of Toronto,University,Toronto,2024-07-17 00:00:00 UTC,2024-25,986040,2958123,Dr.,Cristina,null,Amon,Operating,English,"Battery energy storage, thermal management, thermal runaway, thermal barriers, optimization",7109866,0.138686158
Ontario Research Fund - Research Excellence,Research Excellence - Round 12,RE012-041,HippoCamera: Digital memory rehabilitation to combat memory loss,"Toronto researchers developed the first memory rehabilitation technology based on how the brain supports memory. Proven to boost memory and enhance brain activity, they will validate its use in those with brain injury and dementia, creating a user-friendly commercially-viable product with social, economic, and leadership benefits for Ontario.",RDF303,Health Sciences,RDF30303,Rehabilitation medicine,RDF3030305,Mental health rehabilitation,,,University of Toronto,University,Toronto,2024-07-17 00:00:00 UTC,2024-25,669200,2007600,Dr.,Morgan,null,Barense,Operating,English,"digital health, memory rehabilitation, aging, dementia, acquired brain injury, epilepsy, neuroscience, memory disorder",7109866,0.09412273
Ontario Research Fund - Research Excellence,Research Excellence - Round 12,RE012-044,Hydrogen as a Sustainable Aviation Fuel – Combustion Research to Remove Impediments to Adoption in Gas Turbine Engines,"Hydrogen is a zero-carbon fuel that has considerable potential to provide significant reductions in green-house gas emissions to the commercial aviation sector.  However, there are significant challenges, knowledge gaps, and technical impediments related to the combustion of hydrogen that are currently preventing the adoption of this fuel in practical aviation combustors.  The proposed multi-year applied research program will seek to address these knowledge gaps and remove the impediments to the adoption of hydrogen as a sustainable aviation fuel (SAF), paving the way for its use in future aircraft engines.",RDF20-21,Engineering and Technology,RDF204,Mechanical Engineering,RDF20401,Aerospace Engineering,,,University of Toronto,University,Toronto,2024-07-17 00:00:00 UTC,2024-25,1980000,5940000,Dr.,Clinton,null,Groth,Operating,English,"Aviation Gas Turbine Engines, Green-House-Gas (GHG) Reduction, Sustainable Aviation Fuels (SAF), Hydrogen Combustion",7109866,0.278486261
Ontario Research Fund - Research Excellence,Research Excellence - Round 12,RE012-045,AI and Quantum Enhanced Astronomy,"We aim to shed new light on the nature of black holes, a fundamental and mysterious building block of the universe. We will develop and apply innovative machine learning and quantum detector tools for the next generation of optical black hole telescopes.",RDF10,Natural sciences,RDF103,Physical sciences,RDF10301,Astronomical and space sciences,RDF1030106,General relativity and gravitational waves in astronomical and space scie,University of Toronto,University,Toronto,2024-07-17 00:00:00 UTC,2024-25,2000000,5999260,Dr.,Aviad,null,Levis,Operating,English,"AI,Quantum astronomy,Black holes,Quantum detectors,Nanoelectronic device,high-TC",7109866,0.281299254
Ontario Research Fund - Research Excellence,Research Excellence - Round 12,RE012-049,Molecular dynamics modeling and screening of excipients for designing amorphous solid dispersion formulations of poorly-soluble drugs,"Computer-based modeling and advanced drug formulation technology will be integrated to overcome challenges with commercializing poorly soluble drug products into solid oral dosage forms, enhancing Ontario's competitive advantage in the pharmaceutical industry.",RDF30,"Medical, health and life sciences",RDF301,Basic medicine and life sciences,RDF30105,Pharmacology and pharmaceutical sciences,RDF3010504,"Drug discovery, design and delivery",University of Toronto,University,Toronto,2024-07-17 00:00:00 UTC,2024-25,1016960,3055316,Dr.,Xiao Yu (Shirley),null,Wu,Operating,English,"Controlled release, Coating, Excipients, Machine learning, Molecular dynamics, PC-SAFT, Poorly soluble drugs",7109866,0.143035045
Ontario Research Fund - Research Excellence,Research Excellence - Round 12,RE012-050,Radio Technologies for Unleashing the Commercial Potential of 6G Mid-Band Communication Systems,"This project targets the development of commercially viable radio systems for mid-band 6G communication. Our focus is on designing and testing DSP algorithms, transceivers, and antennas, reaching high technology readiness prototypes, and ensuring practicality and relevance amidst significant challenges in 6G development.",RDF20-21,Engineering and technology,RDF203,"Electrical engineering, computer engineering, and information eng.",RDF20305,"Electromagnetics, photonics and optics",RDF2030504,Microwave theory and techniques,University of Waterloo,University,Waterloo,2024-07-17 00:00:00 UTC,2024-25,2000000,6413027,Dr.,Slim,null,Boumaiza,Operating,English,"Microwave and millimeter wave, integrated circuits, beamforming systems, antenna arrays, digital signal processing,",699402,2.85958576
Ontario Research Fund - Research Excellence,Research Excellence - Round 12,RE012-052,Driving the Future of Sustainability in Automotive Industry: the Cold Spray Enabler,"The research leverages CS for novel applications in vehicle weight reduction and emissions control. It enables novel dissimilar material joining via coating, minimizes waste through advanced component repair, and enhances EV battery heat management through 3D printing, resulting in breakthroughs in making vehicles lighter and eco-friendlier.",RDF20-21,Engineering and technology,RDF204,Mechanical engineering,RDF20403,Manufacturing engineering,RDF2040306,Manufacturing processes and technologies (except textiles),University of Waterloo,University,Waterloo,2024-07-17 00:00:00 UTC,2024-25,2000000,7246533,Dr.,Hamid,null,Jahed,Operating,English,Cold Spray Technology; Lightweighting; Emission Reduction; Dissimilar Joints; EV Batteries; RSW; Laser Welds,699402,2.85958576
